MARKER	Loading1	Loading2
chr1:7250001-7251000	0.005120357443533202	-1.7585789992958064E-4
chr1:7252001-7253000	0.004913988808964794	-5.082372910406525E-4
chr1:7253001-7254000	0.004814778272306503	-0.004083705916177944
chr1:7254001-7255000	0.0053734871738579494	0.001699250959404621
chr1:7257001-7258000	0.005138924091231423	-0.006830463076374553
chr1:7258001-7259000	0.004683946713029753	-0.006695402473701703
chr1:7259001-7260000	0.002704818444416808	-0.008305595504835209
chr1:7273001-7274000	-0.005589816328549904	-0.003981598546355887
chr1:7278001-7279000	0.0022757446987147914	0.0012952973396212026
chr1:7282001-7283000	0.0021366692585301685	-0.003932528599154598
chr1:7283001-7284000	0.0045075612912557576	-0.011380122739710202
chr1:7285001-7286000	0.007747017740150436	1.5381039697714565E-4
chr1:7286001-7287000	0.00888257932076374	-0.011176117434303476
chr1:7290001-7291000	0.0075285572675253525	0.005310614877984029
chr1:7317001-7318000	0.007449558641864603	-0.0016725004795768454
chr1:7318001-7319000	0.005834004130210915	-0.005966448234255138
chr1:7320001-7321000	-0.0018729064105832516	-0.0033093094334592336
chr1:7321001-7322000	0.0061510101329135015	-0.004844158515156874
chr1:7322001-7323000	0.0017134782188944998	-0.0028747121446673334
chr1:7329001-7330000	-0.005676581184528584	0.005511267766795754
chr1:7332001-7333000	0.001970359720992928	0.006652302252492325
chr1:7333001-7334000	0.006509386550648919	-0.005340557054114399
chr1:7334001-7335000	0.004291759940243216	-0.0020354718936622
chr1:7335001-7336000	0.004799489468859109	0.004147196672788683
chr1:7336001-7337000	0.01410978206761815	-0.0059077380885326665
chr1:7401001-7402000	-0.007227494759613352	-0.003727567995644974
chr1:7402001-7403000	0.0055968632263749115	-0.009137034561831838
chr1:7410001-7411000	0.008138936315101998	0.003648244006570693
chr1:7692001-7693000	0.009934015052816849	-0.0029093869609000157
chr1:7694001-7695000	0.008295849140088102	-1.3425897337342074E-4
chr1:7697001-7698000	0.009989157471457432	1.7126547481678293E-4
chr1:7709001-7710000	0.003353047713878395	-0.004015943131065655
chr1:7711001-7712000	3.251889140124689E-4	-0.0020339727828079146
chr1:7719001-7720000	0.0074836645078069156	-7.386541766449825E-4
chr1:7726001-7727000	0.004103917160136157	0.012694760743075633
chr1:7737001-7738000	0.008332814872265195	-0.007106734993009779
chr1:7738001-7739000	0.005326217901917371	-0.007538642132623963
chr1:7749001-7750000	-8.818654380208689E-4	0.0026818382718643108
chr1:7750001-7751000	0.0021444688359971652	0.006250455024876739
chr1:7753001-7754000	6.35235909361026E-4	0.004330419492260209
chr1:7754001-7755000	-0.005599270657090268	0.00443020830252729
chr1:7762001-7763000	-0.011969198508604383	0.005792703622470509
chr1:7763001-7764000	-0.0025825596891437684	-0.0043956167824680875
chr1:7767001-7768000	-0.010138248214042512	0.023623592655488884
chr1:7768001-7769000	-0.008236952644985395	0.0073677555642098855
chr1:7769001-7770000	-0.002786473236516034	0.004101472420384052
chr1:7770001-7771000	0.0064844443482302005	-0.0046207888134807236
chr1:7771001-7772000	0.01823486522550269	0.033305924735402614
chr1:7780001-7781000	-0.0012336986597591398	0.00817222654429955
chr1:7781001-7782000	0.007652399938382164	-0.009181958177638654
chr1:7787001-7788000	-0.006102794945067122	0.004649795343595009
chr1:7795001-7796000	0.004699734620390865	-0.008246981894283776
chr1:7809001-7810000	-0.006831721871880635	0.0019840950897007637
chr1:7810001-7811000	-0.0016083547015547516	-2.015814508985679E-5
chr1:7811001-7812000	-0.0052399067173851685	-0.013327607825780376
chr1:7813001-7814000	-3.394472742525287E-4	-0.005737528621147302
chr1:7814001-7815000	-0.010262222681214524	-0.0034480053341011774
chr1:7816001-7817000	-0.002924847557716733	-4.647240459227988E-4
chr1:7817001-7818000	0.004026120758615715	-0.0019668173998256514
chr1:7818001-7819000	-0.0038976000247043095	0.005373442299971031
chr1:7820001-7821000	0.0028901736729698463	-0.0042596998539445804
chr1:7821001-7822000	-0.0010825848999391108	-0.008204508421171517
chr1:7824001-7825000	-0.004065651487983876	0.006756022472853223
chr1:7826001-7827000	-0.0018818997766680925	0.007080304552652433
chr1:7827001-7828000	0.007928134120646047	0.008353413690746827
chr1:7828001-7829000	8.862739637359932E-4	0.0012417232455691108
chr1:7831001-7832000	-0.005177169794245572	0.00718768869717067
chr1:7839001-7840000	-0.005287217442457831	-0.002972400429621074
chr1:7843001-7844000	-0.006178029267301354	0.005112553390070564
chr1:7844001-7845000	-0.003335797566691837	-3.728224764381126E-5
chr1:7845001-7846000	-0.0011670567996796058	0.0030710294405869214
chr1:7851001-7852000	0.005535897543422456	-0.004407164137399953
chr1:7852001-7853000	-0.0073671927420699106	-0.0019073202455791238
chr1:7901001-7902000	-0.00242434672184782	-0.0023530240855822782
chr1:7938001-7939000	-0.008184278758628476	-0.008318324502843344
chr1:7940001-7941000	0.002085769387433659	0.005456934885258257
chr1:7947001-7948000	0.00358695333981348	1.2685906323892012E-4
chr1:7949001-7950000	-0.00139402836968175	5.149904727030813E-4
chr1:7989001-7990000	0.0057622346959685135	-5.279619890150501E-4
chr1:8004001-8005000	0.006857378908193411	-0.006186407807086336
chr1:8010001-8011000	0.003902998367659451	-0.012858888333258862
chr1:8011001-8012000	-0.0017153915958266362	0.004412072907616943
chr1:8012001-8013000	-5.630477151482724E-4	0.0011768716241543583
chr1:8013001-8014000	0.0029814930598169517	0.0025705725465880137
chr1:8014001-8015000	0.0041051750225989	-0.015330788853707528
chr1:8015001-8016000	9.814722452432263E-4	-0.008800403560001382
chr1:8016001-8017000	1.3041757826975827E-4	0.010523916115844125
chr1:8017001-8018000	-0.009463762842572407	0.012850501741908863
chr1:8018001-8019000	0.0030404353457724174	0.00682633800690488
chr1:8019001-8020000	-0.0024783685794007044	0.007592172476980731
chr1:8021001-8022000	-0.005688378529879235	0.003213122025812408
chr1:8022001-8023000	0.0022326664757578423	6.54290817532276E-4
chr1:8024001-8025000	-0.0016033034234857254	0.006291273153937708
chr1:8028001-8029000	0.001726634689732844	-0.0039933299355226146
chr1:8047001-8048000	-0.006908767002640141	0.004596287081025888
chr1:9355001-9356000	0.0140471766420329	-0.009874184824554301
chr1:9356001-9357000	0.010189031229668096	-0.010017880565097243
chr1:9358001-9359000	0.012792382407825703	-2.815477453130524E-4
chr1:9360001-9361000	0.011990856389117184	0.008940731743922363
chr1:9362001-9363000	0.011789717156676214	0.0067112335826396636
chr1:9367001-9368000	0.009465473479571562	0.003124796090488577
chr1:9373001-9374000	0.008901322304669711	0.0015989109828558783
chr1:9376001-9377000	0.011286841649971346	0.006918206674032409
chr1:9807001-9808000	0.007846508557505424	-0.008483522377658823
chr1:9822001-9823000	-0.0025404620912728567	0.0083481891892583
chr1:9824001-9825000	0.016491275639630605	0.03596996232013553
chr1:9825001-9826000	0.014075938027673022	-0.0029411246489437423
chr1:9826001-9827000	0.003581319440901408	-2.8438745719443545E-4
chr1:9836001-9837000	0.013715538729548067	-0.0053104801065189024
chr1:9842001-9843000	0.012222807315830206	-9.304843423612922E-4
chr1:9843001-9844000	0.014794679964941831	0.012971207136619688
chr1:9844001-9845000	0.015708782295298995	0.014864012939578937
chr1:9846001-9847000	0.012578406464717602	0.011926042314347306
chr1:9847001-9848000	0.004645561540567921	0.003278863508944718
chr1:9848001-9849000	0.011438915440212243	-0.0012451095412955688
chr1:9849001-9850000	0.011713484497285681	-8.869097089837566E-4
chr1:9850001-9851000	0.009090068138426085	0.009660677937771193
chr1:10593001-10594000	-0.001192550034165583	0.019367956613036513
chr1:10595001-10596000	0.002765556821828866	0.0071035083398150395
chr1:10598001-10599000	0.004324672310731713	0.0022327347794453348
chr1:10599001-10600000	5.373493993453709E-4	0.003972974328938847
chr1:10603001-10604000	-5.055717881950716E-4	-0.0024981514809269494
chr1:10606001-10607000	-8.564006323574212E-4	0.012436058944663842
chr1:11610001-11611000	0.011063127255052416	-0.006265676057470612
chr1:11611001-11612000	0.006287756181248735	-0.005461618370417711
chr1:11614001-11615000	0.004568414595279369	0.010729659739237046
chr1:11617001-11618000	0.010352639501780359	-7.94312274893635E-4
chr1:11779001-11780000	0.01313350230331093	0.002368241090649939
chr1:11780001-11781000	0.008506671408689832	0.006208928025533051
chr1:11787001-11788000	0.009954690814504558	0.005816426558238169
chr1:11788001-11789000	0.018106600933065646	-0.008838672375603769
chr1:11789001-11790000	0.014691425479955802	0.005749800166196115
chr1:11790001-11791000	0.016606515995569178	-0.004473697502226324
chr1:11791001-11792000	0.013239060643977786	-0.009646098224872824
chr1:11792001-11793000	0.008725296465517705	9.624325179387345E-4
chr1:11803001-11804000	0.016102645970600817	0.006200522818362384
chr1:11805001-11806000	0.01657974232821312	0.02141293706409636
chr1:11824001-11825000	0.007697702160295022	-0.00954890355376543
chr1:11826001-11827000	0.0037211362891697046	0.008089981414673321
chr1:11828001-11829000	0.010085676149673062	-0.008472035425951449
chr1:11832001-11833000	0.00568223239069587	0.00242595909573552
chr1:11833001-11834000	0.010951120363778948	-0.004842052332663141
chr1:11834001-11835000	0.012065399216540325	-0.010324574601303899
chr1:11836001-11837000	0.014890903479578655	0.0024029193863148216
chr1:11837001-11838000	0.0160407747559487	-0.001190923108569691
chr1:11838001-11839000	0.01184885633119989	-0.010289599883638053
chr1:11857001-11858000	0.0035398371117180364	-0.001139567501763478
chr1:11858001-11859000	0.0146432817777699	0.003427606065466291
chr1:11861001-11862000	0.004546416396480043	0.003209106367557325
chr1:11862001-11863000	0.00685579080583161	-0.002980148338421762
chr1:11874001-11875000	0.011729245436936977	-0.011067582482606673
chr1:11881001-11882000	0.009712369197627926	0.011053207817697539
chr1:11883001-11884000	0.012834088067188802	0.003502254930156573
chr1:11887001-11888000	0.016226323528533492	-0.0016551465444127793
chr1:11919001-11920000	0.005983465141457685	-0.004285601801301256
chr1:11957001-11958000	0.012885156896478605	3.922171446112152E-4
chr1:11980001-11981000	0.020426301127420922	0.025511275832006138
chr1:11982001-11983000	0.005045426806747247	-1.9887591059654944E-4
chr1:14113001-14114000	0.009584856300705148	0.0024747639093685913
chr1:14114001-14115000	0.006001452001939141	0.003450410047344568
chr1:14118001-14119000	0.003336888612340738	0.008012945737655841
chr1:14119001-14120000	0.003153425098801469	-0.002577105881893591
chr1:14121001-14122000	0.0010567665156372065	-0.012756369733370496
chr1:14122001-14123000	-0.001754726625259315	-0.017826992337408434
chr1:14123001-14124000	0.0022136126398048443	-0.009454263594664284
chr1:14124001-14125000	0.005702678119337433	-0.010494374189101626
chr1:14125001-14126000	0.00806949738496216	-0.002332251706619205
chr1:14140001-14141000	-0.0026060847821568235	0.006850508556145346
chr1:14141001-14142000	2.227931763266145E-4	0.006076515125169815
chr1:14142001-14143000	0.005131686613487469	0.0062842965829485375
chr1:14150001-14151000	-0.004701381009938491	0.004525112532466192
chr1:14151001-14152000	-0.0032094742424853186	0.005742300947324426
chr1:14169001-14170000	0.009297857998574277	-0.007707178533611859
chr1:14173001-14174000	0.0029497585852771716	0.004432589755083267
chr1:14179001-14180000	4.614532116264728E-4	0.006244404639823233
chr1:14180001-14181000	0.0022066564653428944	-1.8978214372787294E-4
chr1:14182001-14183000	-0.0014570804160347478	-0.0026310935416364355
chr1:14184001-14185000	0.005024647554568444	-0.0011934984281413543
chr1:14185001-14186000	0.005040196007068809	0.005495473748078405
chr1:14186001-14187000	0.001294015206830114	-0.002423618253820033
chr1:14187001-14188000	-0.0030425906679767767	-0.00388293315153248
chr1:14189001-14190000	0.0033906543060396675	8.080199240675884E-4
chr1:14190001-14191000	0.001450395861821519	-0.0024709729751010933
chr1:14191001-14192000	9.587561141962286E-4	-0.00784170422309708
chr1:14192001-14193000	2.1960940106127623E-4	-0.006063208443330403
chr1:14194001-14195000	0.005023720238683598	0.0035867098894865517
chr1:14195001-14196000	-0.007369741626326049	0.014212164784650318
chr1:14196001-14197000	0.0033607868991220417	-0.011914131243366696
chr1:14199001-14200000	0.005454794849019018	0.0024413883994882928
chr1:14200001-14201000	-0.008777008246366905	0.003455071215364159
chr1:14203001-14204000	0.0016351402915094227	-0.01260668197433372
chr1:14204001-14205000	-0.007589187238075148	0.0020202815510282426
chr1:14208001-14209000	-0.002099116046650006	-0.003839975274189174
chr1:14209001-14210000	-0.0016916507215401758	-0.008548127913171447
chr1:14212001-14213000	-0.004641092780071391	0.011997956663011842
chr1:14213001-14214000	7.150167584210402E-4	-0.005901839083181674
chr1:14220001-14221000	0.0019626614099003473	-0.005186173237729991
chr1:14231001-14232000	0.001872870053200047	-0.0032661747659400524
chr1:14232001-14233000	-0.0028745097760191234	-0.003293052592933922
chr1:14238001-14239000	0.004300655553247945	-0.005373895204731207
chr1:14240001-14241000	0.008452825063535603	-0.0059343688600283495
chr1:14242001-14243000	-0.0016181448796070493	0.0015119582133106396
chr1:14243001-14244000	0.0019322096517117662	-0.001856742379043481
chr1:14248001-14249000	0.003273632244049702	-4.751371674732445E-4
chr1:14252001-14253000	0.0010483471469495344	3.7884026060548524E-4
chr1:14253001-14254000	-0.0043507676937086705	0.0061572882558940355
chr1:14256001-14257000	0.002552942977100386	0.002568638410075771
chr1:14259001-14260000	0.008607904652053673	-0.0014777408379862645
chr1:14273001-14274000	-0.009943440968890943	-0.004080492276167639
chr1:14274001-14275000	0.0028768651840826655	-0.009466850134450385
chr1:14279001-14280000	8.430722100693958E-4	0.004302301734588942
chr1:14281001-14282000	0.002567565787276482	0.002239257166523817
chr1:14283001-14284000	0.0016544153255332586	0.01237950083741362
chr1:14284001-14285000	0.0019584854433320974	0.003426791051879271
chr1:14301001-14302000	0.006102911028059372	-0.005968760876978591
chr1:14302001-14303000	4.0289708347079434E-4	-0.010898196793776222
chr1:14304001-14305000	-7.713852623344465E-4	-0.011351208591435409
chr1:14305001-14306000	-0.0016197509636715944	0.004892899441540862
chr1:14306001-14307000	0.005178887753110354	0.003169192184680348
chr1:14307001-14308000	0.008496304341353764	-0.006473739300039226
chr1:14308001-14309000	-9.304146974919144E-6	-0.003563587845884275
chr1:14311001-14312000	0.003435473322366929	0.0013682402801024895
chr1:14312001-14313000	-0.008187251665994199	-6.829598017682683E-4
chr1:14313001-14314000	-0.0033028929034730273	0.0014828497812640032
chr1:14314001-14315000	-0.0038424294962802526	-0.002388096687942206
chr1:14316001-14317000	-0.011985968083246739	-0.003968373230901617
chr1:14320001-14321000	-0.014801060485162831	0.006448213904633636
chr1:14321001-14322000	-0.004706518068413926	0.011702897155206973
chr1:14324001-14325000	0.004817048162153981	-7.747414989985325E-4
chr1:14325001-14326000	-0.0020937101032637816	0.005041937849743653
chr1:14326001-14327000	0.004973588983360609	-0.0063234302121938975
chr1:14327001-14328000	-0.0038282528947110824	-3.9116198942518653E-4
chr1:14329001-14330000	0.0010717636826345206	-0.0171782192479658
chr1:14330001-14331000	0.003054460954611976	0.0039625368548049005
chr1:14331001-14332000	-0.0056177883954819955	0.009813550436017112
chr1:14339001-14340000	-8.313110507914004E-4	0.009649514924686383
chr1:14346001-14347000	0.001982970306104497	-0.011630420451051613
chr1:14421001-14422000	5.485136321670766E-4	0.005708173407267006
chr1:14422001-14423000	5.006405045384974E-5	-0.0034742731871128026
chr1:14423001-14424000	-3.492417394480212E-4	-0.004843649077254079
chr1:14424001-14425000	0.002457891954746422	-0.008555490514146728
chr1:14425001-14426000	0.004280762992377916	-0.005777803443162851
chr1:14429001-14430000	-6.998325052807958E-4	-0.0027738960498261463
chr1:14430001-14431000	0.002348125912686582	0.002807871330029107
chr1:14434001-14435000	0.008387221465566183	-0.0016700829145397528
chr1:14437001-14438000	0.006019901490230048	0.001404479998432648
chr1:14439001-14440000	0.007309632959342147	-0.008253886929918953
chr1:14440001-14441000	0.004884665959940103	-0.009504447648212004
chr1:14441001-14442000	-0.0011892838831838676	0.011370864101981496
chr1:14442001-14443000	0.002645031810043141	5.204291964993482E-4
chr1:14443001-14444000	0.001846109517826904	0.0020344460761345506
chr1:14448001-14449000	0.008218052272748968	-0.012241766346619349
chr1:14449001-14450000	0.0026104331259446554	-0.012401429670407702
chr1:14459001-14460000	0.0054302066618974135	0.007078576244774471
chr1:14460001-14461000	0.00451360329966473	-2.1802311142045795E-5
chr1:14467001-14468000	-0.012040749093831255	-0.005164181309725133
chr1:14468001-14469000	0.0058268626185460385	0.002413047006649225
chr1:14469001-14470000	-6.775360310306822E-4	-8.015573138585189E-5
chr1:14470001-14471000	0.00266594942774159	-0.005534604444315006
chr1:14471001-14472000	-1.6745125475232687E-4	-0.011366106991555065
chr1:14475001-14476000	-0.0010851713831669973	-0.002691494949095258
chr1:14479001-14480000	0.006194758253838913	-0.0063345584620745615
chr1:14480001-14481000	-0.004494786405981293	0.004614980226410199
chr1:14481001-14482000	-0.0025868234280204596	0.0014836255905867407
chr1:14482001-14483000	0.003598384862774418	-0.003496134912570046
chr1:14487001-14488000	0.0026917580775784496	2.712674911737903E-4
chr1:14488001-14489000	0.0016823332457258666	-0.005839508586804542
chr1:14494001-14495000	0.003812286545582839	0.007199455604032594
chr1:14495001-14496000	-0.003582354133002367	-2.3988490769674014E-4
chr1:14496001-14497000	-0.003954755816119625	0.0023774639325086088
chr1:14497001-14498000	-0.0097850194490443	9.630165818653849E-4
chr1:14499001-14500000	0.005970572351900237	-0.008112468359912367
chr1:14500001-14501000	-0.010938726097037376	-0.009001097571666793
chr1:14502001-14503000	-0.0010503933636745344	0.005361965939606688
chr1:14504001-14505000	0.003368594852679793	-0.001244514628428882
chr1:14508001-14509000	0.002421870553475181	0.003615953728391965
chr1:14509001-14510000	0.006260869943544546	-0.01157917650384239
chr1:14511001-14512000	-0.0021098315266920085	0.007605947875536259
chr1:14512001-14513000	0.0034116278182412265	-0.0022605482485976206
chr1:14513001-14514000	-0.0031521876876188697	0.005376098806708644
chr1:14515001-14516000	0.005132141505108723	-0.0030046905047455097
chr1:14519001-14520000	0.0017045406281317663	0.001125509331602812
chr1:14520001-14521000	0.009207175208550283	-0.0030402423837019455
chr1:14521001-14522000	0.005245161108123552	0.011896723910226822
chr1:14522001-14523000	0.006299385721857255	0.0037522460085357458
chr1:14526001-14527000	0.0055859228577079265	-0.003171232839262985
chr1:14537001-14538000	0.003695698481757721	-0.004753578707677954
chr1:14538001-14539000	0.002525200856077965	-0.007528136899017779
chr1:14540001-14541000	0.0010542102526577566	0.0036727352753089756
chr1:14541001-14542000	8.426077536593793E-4	-0.0023342170762695033
chr1:14543001-14544000	0.006026168137318244	-0.004744163070188173
chr1:14545001-14546000	0.0011141922301572398	-0.0028507938074469096
chr1:14549001-14550000	-0.0012354398295970565	0.01821328682728299
chr1:14550001-14551000	0.002570503952337928	0.010018072584825725
chr1:14551001-14552000	0.0018501525552456549	0.01061447158004812
chr1:14552001-14553000	0.003122107658894729	-0.0013858070694758727
chr1:14554001-14555000	0.004304311619529613	-0.012828869012674179
chr1:14555001-14556000	0.00251706363198721	0.0030378752101915393
chr1:14558001-14559000	0.002222931514634819	0.0024427469462224337
chr1:14559001-14560000	0.0028958688270714346	-0.007674004760264497
chr1:14562001-14563000	0.001753606190545867	0.006346562449598779
